SLEC_LOCAL_CP 2+1 .758 19342.125109
SLEC_LOCAL_CP 14+6 15.397 5264.164405
SLEC_LOCAL_CP 21+9 24.185 3277.003978
SLEC_LOCAL_CP 28+12 32.959 2663.958423
