config total_drives failed_disks affected_racks dl_prob
(10+2)(17+3) 57600 29 10 3.579317954900853251668883127444488125529513946132761894445939749656734470494964985180261589963E-7
(10+2)(17+3) 57600 29 11 1.161974112190027178510845009246994647529684111257621753166724396531082762790465395348587087152E-7
(10+2)(17+3) 57600 29 12 3.73651134150155384117237384914244210344440891831421633453692557891894087404236174873184891710E-8
(10+2)(17+3) 57600 29 13 1.17112311473626492180246736078874439275287279838825110847048318308186969627647358793764926321E-8
(10+2)(17+3) 57600 29 14 3.5154036685155615927279653112878121349980165285937965237896220985604952266319608556559295294E-9
(10+2)(17+3) 57600 29 15 9.897233202956149710167870231248261867642379853393251694053837326905953723200414766476680019E-10
(10+2)(17+3) 57600 29 16 2.543666635908345201300877292777747481200791968647181403710043754073797499423081487399148555E-10
(10+2)(17+3) 57600 29 17 5.74273959143315049667532648365164420563558878639727108702844208553328493195973832270608817E-11
(10+2)(17+3) 57600 29 18 1.07166546760001045719676195922197188854399515269636793839673714186886430990692025230376832E-11
(10+2)(17+3) 57600 29 19 1.4768511591437135883946649009358530497023469267085176003612744921099587839546929464443349E-12
(10+2)(17+3) 57600 29 20 1.134821940598927101909211402577912086427352716588834736075797755610743683413982349546880E-13
(10+2)(17+3) 57600 29 21 0
(10+2)(17+3) 57600 29 22 0
(10+2)(17+3) 57600 29 23 0
(10+2)(17+3) 57600 29 24 0
(10+2)(17+3) 57600 29 25 0
(10+2)(17+3) 57600 29 26 0
(10+2)(17+3) 57600 29 27 0
(10+2)(17+3) 57600 29 28 0
(10+2)(17+3) 57600 29 29 0
(10+2)(17+3) 57600 30 1 0
(10+2)(17+3) 57600 30 2 0
(10+2)(17+3) 57600 30 3 0.0055091179791467111069734325593136607261258735645964829927237442484893153586091375026882096994560816
(10+2)(17+3) 57600 30 4 0.0011541712667556549743149864198049152452837095448627961499983174933815471379801440206698414656416503
(10+2)(17+3) 57600 30 5 0.0002608573852860354645704222529227520582297020418217384489825486491009013012071039773234579547727528
(10+2)(17+3) 57600 30 6 0.0000673312270925252511759904855071287816330864320296576294152216983926894434628220098236374058790456
(10+2)(17+3) 57600 30 7 0.0000193114685879010889927470008423019854121170613132764017211886115823195448631263395832070615955700
(10+2)(17+3) 57600 30 8 0.0000059680351071987447574905577124646525241271058198900559667183545181712566282753084110080477399787
(10+2)(17+3) 57600 30 9 0.0000019379870541818322150922208038507571952985515733220040298185520641168294831803025148538123447992
(10+2)(17+3) 57600 30 10 6.481347066873745238670029274003818401642338014131897203518159463486535094429528388585953528056E-7
(10+2)(17+3) 57600 30 11 2.195534378011960907397854828384970776250277016792333939943851388885312127605869611733379185062E-7
(10+2)(17+3) 57600 30 12 7.42274326604066966755039694546664268618638465940946942383981981048059093764663448078079198777E-8
(10+2)(17+3) 57600 30 13 2.46947173600388186596136755733198228853196080389727906769188287794863681593357157123035586282E-8
(10+2)(17+3) 57600 30 14 7.9669853738361542760015764727735804678212516437622600417260280924442825717781159356053549555E-9
(10+2)(17+3) 57600 30 15 2.4517206610166399253099936099861525298593675553208489241394316545521173085840721821578179219E-9
(10+2)(17+3) 57600 30 16 7.053591921236826594882895892156339780080650397776125860356754363918810300026978408134907225E-10
(10+2)(17+3) 57600 30 17 1.847629568431543399907714047313332356962455864579824677639863506257430768133538249236299690E-10
(10+2)(17+3) 57600 30 18 4.24218715024082696649691056262915796220278734568183244930934074964584802939234052377551611E-11
(10+2)(17+3) 57600 30 19 8.0363699555544801613918080173427954922477303531271188905340450513816053656345261779625081E-12
(10+2)(17+3) 57600 30 20 1.1225478071678133726459888712104167892712992527499585678736411352649516696103298911102211E-12
(10+2)(17+3) 57600 30 21 8.73171491725751477447885838096532467308407244974225436429093369531321363136040293339406E-14
(10+2)(17+3) 57600 30 22 0
(10+2)(17+3) 57600 30 23 0
(10+2)(17+3) 57600 30 24 0
(10+2)(17+3) 57600 30 25 0
(10+2)(17+3) 57600 30 26 0
(10+2)(17+3) 57600 30 27 0
(10+2)(17+3) 57600 30 28 0
(10+2)(17+3) 57600 30 29 0
(10+2)(17+3) 57600 30 30 0
(10+2)(17+3) 57600 31 1 0
(10+2)(17+3) 57600 31 2 0
(10+2)(17+3) 57600 31 3 0.0079800510054241669147737567759195281977091349514578082087207195850191069616878382766968982041654463
(10+2)(17+3) 57600 31 4 0.0017317777547197601009040407664119834607393344687989349492933075880014430678821213381298715059217753
(10+2)(17+3) 57600 31 5 0.0004006270925515679913621898395942836523835374253274555427927379123949759270882340598417332657155452
(10+2)(17+3) 57600 31 6 0.0001055727368429694412636574673678994319717403299020144844274678499832123574427307372826146100064228
(10+2)(17+3) 57600 31 7 0.0000309456436943313837013866110256413926051295240250506099133525062843762790510604693208410435303827
(10+2)(17+3) 57600 31 8 0.0000097987852418235634698705740478387815707097171754418228037380149249550546752156384507885036248327
(10+2)(17+3) 57600 31 9 0.0000032713583096298310895343470861440429074277662493073418376496772985988177944872511831973660904685
(10+2)(17+3) 57600 31 10 0.0000011294739580427229475003290839738105888748677696300201615250035260662982118580070234819370352132
(10+2)(17+3) 57600 31 11 3.969563655175750962576405896315987693049225479254293827348097307100778781988181594161309610070E-7
(10+2)(17+3) 57600 31 12 1.400812710122835986089997303601228706483969931465180698789051721424912386677338821271044354540E-7
(10+2)(17+3) 57600 31 13 4.90097125947839178069075892734144313308375023465942066325537112698394425888444158816506735736E-8
(10+2)(17+3) 57600 31 14 1.67865745709105968456096615237980335914044444111757761150061564648504017470883293350257801480E-8
(10+2)(17+3) 57600 31 15 5.5529744676572218648526166382921415886988587284367121333882747285864608567370905218498891521E-9
(10+2)(17+3) 57600 31 16 1.7464611221196923874070415109251552517635527511773039091867851834548931192572618496112765675E-9
(10+2)(17+3) 57600 31 17 5.121545150028235056491853594295937398080443813373444006526346330229939032874741836049134957E-10
(10+2)(17+3) 57600 31 18 1.364449127458322545846726257704943022356271490489008751669961263802898255999933015497026708E-10
(10+2)(17+3) 57600 31 19 3.18046762623784168452236341373780330030885850528291828340220777408330463173021662433322917E-11
(10+2)(17+3) 57600 31 20 6.1073321831246062226399258295096718198883804693263290969502648740270781875207523973628531E-12
(10+2)(17+3) 57600 31 21 8.636118288423856450954944308663966524533172688859301946882345584661424514641792575484787E-13
(10+2)(17+3) 57600 31 22 6.79278578054201798112722273570907708426958770968716946203123843506726763007002745247223E-14
(10+2)(17+3) 57600 31 23 0
(10+2)(17+3) 57600 31 24 0
(10+2)(17+3) 57600 31 25 0
(10+2)(17+3) 57600 31 26 0
(10+2)(17+3) 57600 31 27 0
(10+2)(17+3) 57600 31 28 0
(10+2)(17+3) 57600 31 29 0
(10+2)(17+3) 57600 31 30 0
(10+2)(17+3) 57600 31 31 0
(10+2)(17+3) 57600 32 1 0
(10+2)(17+3) 57600 32 2 0
(10+2)(17+3) 57600 32 3 0.0113065988301518990588493702092221165136757750988020727209524601489492439745065763381874468955750137
(10+2)(17+3) 57600 32 4 0.0025438234551701752734215174691088587590395483248448001826463562509802129176609955273545656187095235
(10+2)(17+3) 57600 32 5 0.0006022167483664133661933476886750909817696289732567578483203676852206686141280457945947382853815268
(10+2)(17+3) 57600 32 6 0.0001618350168649325975760128045900233958802187722243753009659271403407409858989978995985930612735760
(10+2)(17+3) 57600 32 7 0.0000483926249438290099398317579513664237672525330128530104116157644939004551491879437483856663267969
(10+2)(17+3) 57600 32 8 0.0000156623151287055023961800446678393708202518546340342248906408822878185646298609736616743841051640
(10+2)(17+3) 57600 32 9 0.0000053595293175053859669364254184494823577113393352274197373702503974680575540858494805861245998064
(10+2)(17+3) 57600 32 10 0.0000019031741430504525476698528948313666789758278516738336450432019917433464681979493852596764031902
(10+2)(17+3) 57600 32 11 6.907607255680263153159205060778529899997665232761289568795151465424038965243795293009694195880E-7
(10+2)(17+3) 57600 32 12 2.529770962910131870158762233160343517052915170708784535490669261477056492806667042380009729787E-7
(10+2)(17+3) 57600 32 13 9.24056124402271997581382765006309967400263116264293170202136327755041316635288933635364615869E-8
(10+2)(17+3) 57600 32 14 3.32907308229922953219124862023778690833961884666954167911741003961214203608071956319087624377E-8
(10+2)(17+3) 57600 32 15 1.16934745026839661977983941765656224541078216461164266640331625193583360265636373510721612249E-8
(10+2)(17+3) 57600 32 16 3.9538232994724530026662515613062070498934060240443824527545311350672476271268024320412345273E-9
(10+2)(17+3) 57600 32 17 1.2676421939313722036560369346173887208205822734814366449510877564984495115027940786716412195E-9
(10+2)(17+3) 57600 32 18 3.781164983955109621781211354026884094165862955153694066254573188652284302559470850370322926E-10
(10+2)(17+3) 57600 32 19 1.022748886233320978905757751345284993693027129541590029477549819636095533281706136521256196E-10
(10+2)(17+3) 57600 32 20 2.41666228332803949664276306493520432491534080347320009647616608745847151109402611211599944E-11
(10+2)(17+3) 57600 32 21 4.6980433806974102956438765159786321336443982729680226625513499283764540975156569469270575E-12
(10+2)(17+3) 57600 32 22 6.717898105092948366468859221628791785883454081304201577408293482086766794993168602080739E-13
(10+2)(17+3) 57600 32 23 5.33811286447195273329265601162009905160861140679749133097055751792467342514369964196088E-14
(10+2)(17+3) 57600 32 24 0
(10+2)(17+3) 57600 32 25 0
(10+2)(17+3) 57600 32 26 0
(10+2)(17+3) 57600 32 27 0
(10+2)(17+3) 57600 32 28 0
(10+2)(17+3) 57600 32 29 0
(10+2)(17+3) 57600 32 30 0
(10+2)(17+3) 57600 32 31 0
(10+2)(17+3) 57600 32 32 0
(10+2)(17+3) 57600 33 1 0
(10+2)(17+3) 57600 33 2 0
(10+2)(17+3) 57600 33 3 0.0156913887630861034925560410094572077456745073451144126047170698816636253578042838913362843241322887
(10+2)(17+3) 57600 33 4 0.0036634736032113765932142214265404816307637437134568143632291180873908488284793806907670990738560446
(10+2)(17+3) 57600 33 5 0.0008875005756742005125847375005622940737162460631227342257507898225200367008886242061242201574926935
(10+2)(17+3) 57600 33 6 0.0002430117253580741478622009900196675347476244068721592262851868495846720655077195094677376839112850
(10+2)(17+3) 57600 33 7 0.0000740202037149432921542330821772948879242812545074041140463051070705846485136491303600785890979446
(10+2)(17+3) 57600 33 8 0.0000244375934571796221826833322119877394984655873782721399034489419799713021015415473655568197674461
(10+2)(17+3) 57600 33 9 0.0000085495940100940860360292400715336153038091905316866551243523916623532635202446058317084713706905
(10+2)(17+3) 57600 33 10 0.0000031128133875764729775878319966361604558861286662160265913827682104252476380229434204347131742817
(10+2)(17+3) 57600 33 11 0.0000011623552632634140400857857667843273472235909471813191463462949177701459386485784930355623683780
(10+2)(17+3) 57600 33 12 4.397337234625794539376729732152583728378197216625042119422019243806088738312195656380729671833E-7
(10+2)(17+3) 57600 33 13 1.667319396640266317987950386646559464796578640588090792467737469539894358657491238656656236411E-7
(10+2)(17+3) 57600 33 14 6.27245142230927831071246820470359727887082577817593840066621918619989755859605044631970078209E-8
(10+2)(17+3) 57600 33 15 2.31774988456017078968187551692699169193123412536221324142131492719561930383436084007171102488E-8
(10+2)(17+3) 57600 33 16 8.3224065653418721283295030689948218626814945883669256541531547711430167350794378944974769774E-9
(10+2)(17+3) 57600 33 17 2.8688713961175351852329149937906906514715217955147008005389378884050082614474267907142084106E-9
(10+2)(17+3) 57600 33 18 9.356463524913868560201333545391210734437909545224459760489031118724232153823182585790128182E-10
(10+2)(17+3) 57600 33 19 2.833711448284446833495780251158172416058429443393329257588650050747014644059968256984425777E-10
(10+2)(17+3) 57600 33 20 7.77024964022396176466400696522751349638047401771799066202672493569903694401880627842632043E-11
(10+2)(17+3) 57600 33 21 1.85883457168740038293437347297919335511375754766508180942143736737178197095651335521138760E-11
(10+2)(17+3) 57600 33 22 3.6543145042657358871764342445007036260854662606530155959276314879111478307876680609258691E-12
(10+2)(17+3) 57600 33 23 5.279091027755386653439060876898706733729344940029513124873133028341436270891188871609692E-13
(10+2)(17+3) 57600 33 24 4.23427146236918888209237730742998433854690276525853800076339091726200502026046415908180E-14
(10+2)(17+3) 57600 33 25 0
(10+2)(17+3) 57600 33 26 0
(10+2)(17+3) 57600 33 27 0
(10+2)(17+3) 57600 33 28 0
(10+2)(17+3) 57600 33 29 0
(10+2)(17+3) 57600 33 30 0
(10+2)(17+3) 57600 33 31 0
(10+2)(17+3) 57600 33 32 0
(10+2)(17+3) 57600 33 33 0
(10+2)(17+3) 57600 34 1 0
(10+2)(17+3) 57600 34 2 0
(10+2)(17+3) 57600 34 3 0.0213561992205585148697713641657971838207027838320102946612579267176265583027756159568074586143699929
(10+2)(17+3) 57600 34 4 0.0051792514649492032432758901107934863694949005097340947166727352152928554834922617137269568686212388
(10+2)(17+3) 57600 34 5 0.0012841548904942216891908899354072286555161984159259500635124102007725748039758775693216806433813349
(10+2)(17+3) 57600 34 6 0.0003580515759056285189727758405888223747541941183166304190280697592676799680421504274342602390994867
(10+2)(17+3) 57600 34 7 0.0001109593638772731806666123462336927118416554572700382810537694316201902899743368338883037827430603
(10+2)(17+3) 57600 34 8 0.0000373058757699996458926106896497562891907764732301625668144626252827899501956705843506045727264231
(10+2)(17+3) 57600 34 9 0.0000133156103164267077281718690728696781616920119163684257712857514203962398979266630689802122258988
(10+2)(17+3) 57600 34 10 0.0000049579105150670902701903964080448669494536491900615038301960506334884531715677024013787854112628
(10+2)(17+3) 57600 34 11 0.0000018987014796086568950460666873643456035340243741813427881674520842539778389648193727972859707947
(10+2)(17+3) 57600 34 12 7.391775763539881584273412766120311527478279441527516264004089328835731948352163781297634297327E-7
(10+2)(17+3) 57600 34 13 2.895770866183222854726817578840451486535757640284613501099492650318022546195711210105677673521E-7
(10+2)(17+3) 57600 34 14 1.131016034432843618595842530598413238616815966095451087787150281623959052264873376069931458064E-7
(10+2)(17+3) 57600 34 15 4.36468283716846809437067924425828533060660718285444637938955238510103986235696514878060098437E-8
(10+2)(17+3) 57600 34 16 1.64889965502434238075279433502687996109073261903105040243759865795024254708053113093891901795E-8
(10+2)(17+3) 57600 34 17 6.0367906998520957483313694733065279132713092217058051010373014447629756651918025214191877990E-9
(10+2)(17+3) 57600 34 18 2.1170107929316708238996614642522920332709689542631484764185919011056051793317755363751538119E-9
(10+2)(17+3) 57600 34 19 7.010776420896831000634274593025898875547190346358346967914277874353214822000538266501979066E-10
(10+2)(17+3) 57600 34 20 2.152624940025005047478550224759050972069043444350055865815851730181202839135577857975072122E-10
(10+2)(17+3) 57600 34 21 5.97619516733113032996956200395741198242336394246986925448373691200519872436434056343791588E-11
(10+2)(17+3) 57600 34 22 1.44580413502145389395712855806771184498217465348584901154089971733591371319452003696835495E-11
(10+2)(17+3) 57600 34 23 2.8715965930637225792629175612095033082115380147334547089467329227011331459581216475822655E-12
(10+2)(17+3) 57600 34 24 4.187467385387667668881133046916253736675144291985080750168424717929954620042362671052467E-13
(10+2)(17+3) 57600 34 25 3.38780562077197205820227302293874339222074074395595161381004420166584065077400002870260E-14
(10+2)(17+3) 57600 34 26 0
(10+2)(17+3) 57600 34 27 0
(10+2)(17+3) 57600 34 28 0
(10+2)(17+3) 57600 34 29 0
(10+2)(17+3) 57600 34 30 0
(10+2)(17+3) 57600 34 31 0
(10+2)(17+3) 57600 34 32 0
(10+2)(17+3) 57600 34 33 0
(10+2)(17+3) 57600 34 34 0
(10+2)(17+3) 57600 35 1 0
(10+2)(17+3) 57600 35 2 0
(10+2)(17+3) 57600 35 3 0.0285358904285158526844280610847028885379087477042271458937974958654657601269173952198185402453415213
(10+2)(17+3) 57600 35 4 0.0071960955109662727937271132232220144896374361887578289055243262875855457089531811763705089291538793
(10+2)(17+3) 57600 35 5 0.0018266154610355799800196107154641762860882059521730870086834522324179254962737660964264135629525957
(10+2)(17+3) 57600 35 6 0.0005183929492039858654755772979150838368199078471077598788936041614939571141381888183168232262475069
(10+2)(17+3) 57600 35 7 0.0001632875050174615324908219468373991685755614922702844713071330978440485160264773195357466491947067
(10+2)(17+3) 57600 35 8 0.0000558297524773766937351237207286864991184558345122553781348118254678213094451295807318556354883143
(10+2)(17+3) 57600 35 9 0.0000202942079839781003861462438295202565502086612418071597869707463080422086205959074641713137076509
(10+2)(17+3) 57600 35 10 0.0000077106699075834783705561772243026951187826119469376617048756309621794613333255600587280144751155
(10+2)(17+3) 57600 35 11 0.0000030205056085330007894654295714819654384000862850685968720394395140118173572944679632999917906097
(10+2)(17+3) 57600 35 12 0.0000012062514634385966816673304233867458413735728059058968683770105536527405386175652824517884993618
(10+2)(17+3) 57600 35 13 4.863811406344025559975454489934507181434109599877609636147156927264593119848209703601313945777E-7
(10+2)(17+3) 57600 35 14 1.963077308333875128452872361915796950858186926424208118426946659615995291897771562407458028138E-7
(10+2)(17+3) 57600 35 15 7.86621094146742748379069837682826166869739705890344475861571416403587959048569955827519817237E-8
(10+2)(17+3) 57600 35 16 3.10391621093758172223156461445972319364292423200933484890688997865015194497416530741265187831E-8
(10+2)(17+3) 57600 35 17 1.19569613151552024535457922230673056166479005252773786368117666329400198227173181716266461690E-8
(10+2)(17+3) 57600 35 18 4.4536928426895966012588002836694355775220886808853404184575476526559285209734702979756679952E-9
(10+2)(17+3) 57600 35 19 1.5860122473818179410202489944523046406789901207260148897125349043132274607210779303594116551E-9
(10+2)(17+3) 57600 35 20 5.325127886522618118085225031576920827337311133723156470899795142108253876897510790073330357E-10
(10+2)(17+3) 57600 35 21 1.655493427212559219747869581920483695760944325820618842095409003741921427332723909936158650E-10
(10+2)(17+3) 57600 35 22 4.64812264517730533775633407327027558807597112862987738448857745518329681052862364556004243E-11
(10+2)(17+3) 57600 35 23 1.13611706333464894389106546584902394802040293470737649736591093177664504738344754001283065E-11
(10+2)(17+3) 57600 35 24 2.2778312332136319214590225091755937521659969800635408045892766951397014487540655026495763E-12
(10+2)(17+3) 57600 35 25 3.350463011321422747281345920027306896255364922271828888129616754882149461560307494477105E-13
(10+2)(17+3) 57600 35 26 2.73235706259319341645096583285107721568591908303674673730731000227273738503364829782303E-14
(10+2)(17+3) 57600 35 27 0
(10+2)(17+3) 57600 35 28 0
(10+2)(17+3) 57600 35 29 0
(10+2)(17+3) 57600 35 30 0
(10+2)(17+3) 57600 35 31 0
(10+2)(17+3) 57600 35 32 0
(10+2)(17+3) 57600 35 33 0
(10+2)(17+3) 57600 35 34 0
(10+2)(17+3) 57600 35 35 0
(10+2)(17+3) 57600 36 1 0
(10+2)(17+3) 57600 36 2 0
(10+2)(17+3) 57600 36 3 0.0374702770343340704040938214035039280852663762504174396272996293034301679811011939769193898378645707
(10+2)(17+3) 57600 36 4 0.0098358855605290986554988003710636528859308864439288093096493498133351232012043301458102100003468487
(10+2)(17+3) 57600 36 5 0.0025570396334524490046880054490024656329411628813147051123519407147643164274908352977091350408747820
(10+2)(17+3) 57600 36 6 0.0007384440392601877816990044785445824843671332774640071170801556395454648471781164888699746311017693
(10+2)(17+3) 57600 36 7 0.0002362393315896232976790674530164141599364699990228918685626863628450188878273941965132187277106079
(10+2)(17+3) 57600 36 8 0.0000820463359841755462598084384759650978489340178302256775143778669209093727909697004043495874177180
(10+2)(17+3) 57600 36 9 0.0000303272845893330202786401551330549543096786713454908958242088083650396028697423457743823331348028
(10+2)(17+3) 57600 36 10 0.0000117363452325472428791036872223301505914734573171091515763843961444827291648059453365315390808191
(10+2)(17+3) 57600 36 11 0.0000046922893721639515137563749104746152246194178815921901175400687619147431630550591738643649674077
(10+2)(17+3) 57600 36 12 0.0000019171470884246802663669164275625129647060163231259864334701572182206890722328736559550024023808
(10+2)(17+3) 57600 36 13 7.931139663468697090064452071107919022823387467731014262455378888405608727463458934627114905337E-7
(10+2)(17+3) 57600 36 14 3.295223059207578664484567638337054455180993116085659668049801972563916447452779732975884480814E-7
(10+2)(17+3) 57600 36 15 1.364659222600260256119920788808128552811587447096610404224599826774339468219243171056702879427E-7
(10+2)(17+3) 57600 36 16 5.59189491649869321536804765296073433527482716811155393882419455959379814733957830203752336346E-8
(10+2)(17+3) 57600 36 17 2.25014802903136306827803696438721350535161225381593135553201819454321863562520291696370650611E-8
(10+2)(17+3) 57600 36 18 8.8194461185317876205154118472954311620794297441057326591266236325599286883911214203168476101E-9
(10+2)(17+3) 57600 36 19 3.3360797402883875001613999548818391793022394589257871105899636764018118161881058099586265298E-9
(10+2)(17+3) 57600 36 20 1.2045502637811937735525765144850575132688856405209243193298943251492676806179894986016739246E-9
(10+2)(17+3) 57600 36 21 4.095072030418598699108170643001984842769943477258008503433331429320417353189549230616322041E-10
(10+2)(17+3) 57600 36 22 1.287559851802148705960719938037652354301555905436342733845871402285508699576420781932290919E-10
(10+2)(17+3) 57600 36 23 3.65250173320672791646030422165508295801354095607115282259804860649801141844874886876014258E-11
(10+2)(17+3) 57600 36 24 9.0121882772952905999785077669300320460573971555284396546102403463007793956677784218358888E-12
(10+2)(17+3) 57600 36 25 1.8226023696307351006027202682614618725463367096909884923290788444505141013997692943114031E-12
(10+2)(17+3) 57600 36 26 2.702384454530223999710985037043390271890494119408628626264047406287261670610463371617729E-13
(10+2)(17+3) 57600 36 27 2.22020987363813529494180558523018027924618035385827641686647589269690025149966032312828E-14
(10+2)(17+3) 57600 36 28 0
(10+2)(17+3) 57600 36 29 0
(10+2)(17+3) 57600 36 30 0
(10+2)(17+3) 57600 36 31 0
(10+2)(17+3) 57600 36 32 0
(10+2)(17+3) 57600 36 33 0
(10+2)(17+3) 57600 36 34 0
(10+2)(17+3) 57600 36 35 0
(10+2)(17+3) 57600 36 36 0
(10+2)(17+3) 57600 37 1 0
(10+2)(17+3) 57600 37 2 0
(10+2)(17+3) 57600 37 3 0.0483941806180430623208734698422381197450824852241527605091086201179748837993345813798822886678359524
(10+2)(17+3) 57600 37 4 0.0132372758707656024339959863245049813698144564204175260350683610568810964431442422839715944143092824
(10+2)(17+3) 57600 37 5 0.0035262285787738912614833855427040722593136778128897825006012587891943875593805764546537638397278974
(10+2)(17+3) 57600 37 6 0.0010361019947328706763451423355308870470357809414987389493858129905331946060595391814791438177945597
(10+2)(17+3) 57600 37 7 0.0003364458710674543137451208970032200502786713419527712910874890044623365730167140752985623937028525
(10+2)(17+3) 57600 37 8 0.0001185756799755955824529745942025248436957464871318296688135136966610713079781768902078418159797578
(10+2)(17+3) 57600 37 9 0.0000445125718962311949851800672691013265015856863054992232555211423353576793106282243711097122053937
(10+2)(17+3) 57600 37 10 0.0000175177004436696756211391833800950467448910883448623427936614285050623498009446267015096405542390
(10+2)(17+3) 57600 37 11 0.0000071346423232162389043891649925654431216238576002643020218457768258686298709249508565100708096110
(10+2)(17+3) 57600 37 12 0.0000029756286495906013974804108487970044666452324420269658663639674020567958901917566733601711954763
(10+2)(17+3) 57600 37 13 0.0000012596188392589588343641657573307874225950407929191336786189791910923577283699045680979495906845
(10+2)(17+3) 57600 37 14 5.370192903548676672849364366299529289973908443596479557602492701350774130160007425672637345803E-7
(10+2)(17+3) 57600 37 15 2.289653093380320875571979622559649240251506230644210550507415907726483301014616459677890309190E-7
(10+2)(17+3) 57600 37 16 9.69749650954620112007285438583884634669211900390942558529417081461432952803054956534414441707E-8
(10+2)(17+3) 57600 37 17 4.05264932910356072708146782000527384591578274965423784668622928907414170577675900447559461189E-8
(10+2)(17+3) 57600 37 18 1.65936285767246971119078479676640913241131989119569770245721851184756843674953278080602139852E-8
(10+2)(17+3) 57600 37 19 6.6053065845098865257912542626640666987181485327828688569589764495738867775817859309222321810E-9
(10+2)(17+3) 57600 37 20 2.5334462973327927248744553460665118145731664237759561104627164898826158145085743571005181556E-9
(10+2)(17+3) 57600 37 21 9.262560401569402909193508460180607778931302453283276823549257497681511107832150050389711950E-10
(10+2)(17+3) 57600 37 22 3.184863322641251049175562043572111377448430027242253775713109528260614905358706183376527564E-10
(10+2)(17+3) 57600 37 23 1.011769658799940673942976626899333791107965245318475712465609014490750528188208552116471892E-10
(10+2)(17+3) 57600 37 24 2.89740286942386018520360941304838777863551435854250878770285139922681832163994987017918177E-11
(10+2)(17+3) 57600 37 25 7.2114067771503142826835451079971221965035640181296624273214594054814367133912204491910097E-12
(10+2)(17+3) 57600 37 26 1.4701447535661805720427461606946298814640989284290163862820664055440292973433148464317745E-12
(10+2)(17+3) 57600 37 27 2.196012264260960582738706661609615664224162221403930956738205644822743255620437056325900E-13
(10+2)(17+3) 57600 37 28 1.81664876535406035584258912904731061348627292737034000081407002243510628551243214608819E-14
(10+2)(17+3) 57600 37 29 0
(10+2)(17+3) 57600 37 30 0
(10+2)(17+3) 57600 37 31 0
(10+2)(17+3) 57600 37 32 0
(10+2)(17+3) 57600 37 33 0
(10+2)(17+3) 57600 37 34 0
(10+2)(17+3) 57600 37 35 0
(10+2)(17+3) 57600 37 36 0
(10+2)(17+3) 57600 37 37 0
(10+2)(17+3) 57600 38 1 0
(10+2)(17+3) 57600 38 2 0
(10+2)(17+3) 57600 38 3 0.0615261050460597263177091355752629290992523141350577125238112816964499931488041127617290098761437116
(10+2)(17+3) 57600 38 4 0.0175546833744534476408171531946291274408625396728287416877535445348211397159821694644887639464522472
(10+2)(17+3) 57600 38 5 0.0047944560899741180789619952259675618752411809017765678854847137077752322114576529464030344384370976
(10+2)(17+3) 57600 38 6 0.0014333011210232837950504903615741602664284084375905026655802698334086860295192984875816943838174006
(10+2)(17+3) 57600 38 7 0.0004722011468069669209190180412462077104917115546891216196625768468890005482803504630942198569580532
(10+2)(17+3) 57600 38 8 0.0001687453025633830042387393347601416051290515238013805740292523406326511200663304258646721331301156
(10+2)(17+3) 57600 38 9 0.0000642628199765129565744419990128303876339898054258434956299062380633448038823876097281120650797838
(10+2)(17+3) 57600 38 10 0.0000256840547169715251975745382931543268760775553583966059579822730572682576956842044059703685590821
(10+2)(17+3) 57600 38 11 0.0000106389529525635395514115414837605773460055848874450526899928105885605104169730199978162667573344
(10+2)(17+3) 57600 38 12 0.0000045207270168915502851022374051802121523844293345305659957841753686240464428008756721888878347744
(10+2)(17+3) 57600 38 13 0.0000019537307939581060837514034737387373327095118683922682847473760954994162451414033073640928064393
(10+2)(17+3) 57600 38 14 8.524145829184365494154121755138205224841411967333581822026578920528186967389291670801671613073E-7
(10+2)(17+3) 57600 38 15 3.729757928272194842483234440256648972155655478704704254554346998316526767931952980667351769342E-7
(10+2)(17+3) 57600 38 16 1.626494637773504773718428354129465803194559826627794784289369980908851369173408265343873501888E-7
(10+2)(17+3) 57600 38 17 7.02623293935726091102731634683886375196288866632522912589669181905478448685109596618200484789E-8
(10+2)(17+3) 57600 38 18 2.98800966723958979414801260092848334127269239952039576323567340436572118584838752664007159702E-8
(10+2)(17+3) 57600 38 19 1.24259829791704536680792829150733715387195212968884626005583704120731735990767028233504828628E-8
(10+2)(17+3) 57600 38 20 5.0156465179510141287341017751585944880758411820086426509103818033109400163924050174376496393E-9
(10+2)(17+3) 57600 38 21 1.9480224891852988319019042347824913309817604409339936791071233463662427210604601429681992990E-9
(10+2)(17+3) 57600 38 22 7.203623192079506512980340731220713938339655230459071750639588114217653428410124354278095387E-10
(10+2)(17+3) 57600 38 23 2.502694071274234372202547621938550262282635208656412840501961288693192081093536138344614768E-10
(10+2)(17+3) 57600 38 24 8.02625221356180687546840319264072282807981070336071487228110523472304263017127156984817504E-11
(10+2)(17+3) 57600 38 25 2.31856614445841272022020628360914875117729177786942160720257216259002564672654811751029703E-11
(10+2)(17+3) 57600 38 26 5.8172225742252508774593284236998794514893336194554866226319627403866919324973589204754885E-12
(10+2)(17+3) 57600 38 27 1.1947598068246493911757049777684084076194741062767948322741805662904074898421334432394091E-12
(10+2)(17+3) 57600 38 28 1.797003124551266705731020475946768808469015748666172554884135551081353346425900129493552E-13
(10+2)(17+3) 57600 38 29 1.49613982312091739747616655640364371715493801077441665850524915211963168897764188959584E-14
(10+2)(17+3) 57600 38 30 0
(10+2)(17+3) 57600 38 31 0
(10+2)(17+3) 57600 38 32 0
(10+2)(17+3) 57600 38 33 0
